"","country","cases","deaths","geoId","iso3c","date","date2","pop","miss","total.pop","cum.cases","cum.deaths","total.cases","total.deaths","total.cum.cases","total.cum.deaths","cases.pc","deaths.pc","cum.cases.pc","cum.deaths.pc","X","schools","events","lockdown","emergency_powers","emergency_state","emerg","emerg.state","school.d","events.d","lockdown.d","emerg.d","emerg.state.d","remove.school","remove.events","remove.lockdown","remove.emerg","remove.emerg.state","CC.EST","GE.EST","PV.EST","RL.EST","RQ.EST","free","rai","country_code","country_id","cabinet_id","n_parties","caretaker","minority","gov_start_date","pm_party_en","pm_party_local","pm_party_lr","pm_party_lr_econ","pm_party_galtan","pm_party_family","party_id","hm_party_en","hm_party_loc","hm_party_family","party_id_health","hm_min_name","hm_min_type","hm_medic","federalism","sgi_experts","mindate.p","schools.p","events.p","lockdown.p","notes"
"1","Austria",0,0,"AT","AUT",2020-01-15,18276,8847037,FALSE,534379900,0,0,0,0,0,0,0,0,0,0,1,2020-03-12,2020-03-11,2020-03-16,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.596262,1.453342,0.9175232,1.875834,1.544717,93,23,40,59,1609,2,0,0,"07-01-2020","Austrian People's Party","Österreichische Volkspartei",6.1,6.4,7.2,"Christian democracy",1013,"Greens","Die Grüne","Green Ecologist",1429,"Social Affairs, Health, Care, and Consumer Protection","shared",0,1,4,2020-01-01,2020-03-12,2020-03-11,2020-03-16,NA
"2","Austria",0,0,"AT","AUT",2020-01-16,18277,8847037,FALSE,534379900,0,0,0,0,0,0,0,0,0,0,1,2020-03-12,2020-03-11,2020-03-16,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.596262,1.453342,0.9175232,1.875834,1.544717,93,23,40,59,1609,2,0,0,"07-01-2020","Austrian People's Party","Österreichische Volkspartei",6.1,6.4,7.2,"Christian democracy",1013,"Greens","Die Grüne","Green Ecologist",1429,"Social Affairs, Health, Care, and Consumer Protection","shared",0,1,4,2020-01-01,2020-03-12,2020-03-11,2020-03-16,NA
"3","Austria",0,0,"AT","AUT",2020-01-17,18278,8847037,FALSE,534379900,0,0,0,0,0,0,0,0,0,0,1,2020-03-12,2020-03-11,2020-03-16,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.596262,1.453342,0.9175232,1.875834,1.544717,93,23,40,59,1609,2,0,0,"07-01-2020","Austrian People's Party","Österreichische Volkspartei",6.1,6.4,7.2,"Christian democracy",1013,"Greens","Die Grüne","Green Ecologist",1429,"Social Affairs, Health, Care, and Consumer Protection","shared",0,1,4,2020-01-01,2020-03-12,2020-03-11,2020-03-16,NA
"4","Austria",0,0,"AT","AUT",2020-01-18,18279,8847037,FALSE,534379900,0,0,0,0,0,0,0,0,0,0,1,2020-03-12,2020-03-11,2020-03-16,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.596262,1.453342,0.9175232,1.875834,1.544717,93,23,40,59,1609,2,0,0,"07-01-2020","Austrian People's Party","Österreichische Volkspartei",6.1,6.4,7.2,"Christian democracy",1013,"Greens","Die Grüne","Green Ecologist",1429,"Social Affairs, Health, Care, and Consumer Protection","shared",0,1,4,2020-01-01,2020-03-12,2020-03-11,2020-03-16,NA
"5","Austria",0,0,"AT","AUT",2020-01-19,18280,8847037,FALSE,534379900,0,0,0,0,0,0,0,0,0,0,1,2020-03-12,2020-03-11,2020-03-16,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.596262,1.453342,0.9175232,1.875834,1.544717,93,23,40,59,1609,2,0,0,"07-01-2020","Austrian People's Party","Österreichische Volkspartei",6.1,6.4,7.2,"Christian democracy",1013,"Greens","Die Grüne","Green Ecologist",1429,"Social Affairs, Health, Care, and Consumer Protection","shared",0,1,4,2020-01-01,2020-03-12,2020-03-11,2020-03-16,NA
"6","Austria",0,0,"AT","AUT",2020-01-20,18281,8847037,FALSE,534379900,0,0,0,0,0,0,0,0,0,0,1,2020-03-12,2020-03-11,2020-03-16,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.596262,1.453342,0.9175232,1.875834,1.544717,93,23,40,59,1609,2,0,0,"07-01-2020","Austrian People's Party","Österreichische Volkspartei",6.1,6.4,7.2,"Christian democracy",1013,"Greens","Die Grüne","Green Ecologist",1429,"Social Affairs, Health, Care, and Consumer Protection","shared",0,1,4,2020-01-01,2020-03-12,2020-03-11,2020-03-16,NA
"7","Austria",0,0,"AT","AUT",2020-01-21,18282,8847037,FALSE,534379900,0,0,0,0,0,0,0,0,0,0,1,2020-03-12,2020-03-11,2020-03-16,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.596262,1.453342,0.9175232,1.875834,1.544717,93,23,40,59,1609,2,0,0,"07-01-2020","Austrian People's Party","Österreichische Volkspartei",6.1,6.4,7.2,"Christian democracy",1013,"Greens","Die Grüne","Green Ecologist",1429,"Social Affairs, Health, Care, and Consumer Protection","shared",0,1,4,2020-01-01,2020-03-12,2020-03-11,2020-03-16,NA
"8","Austria",0,0,"AT","AUT",2020-01-22,18283,8847037,FALSE,534379900,0,0,0,0,0,0,0,0,0,0,1,2020-03-12,2020-03-11,2020-03-16,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.596262,1.453342,0.9175232,1.875834,1.544717,93,23,40,59,1609,2,0,0,"07-01-2020","Austrian People's Party","Österreichische Volkspartei",6.1,6.4,7.2,"Christian democracy",1013,"Greens","Die Grüne","Green Ecologist",1429,"Social Affairs, Health, Care, and Consumer Protection","shared",0,1,4,2020-01-01,2020-03-12,2020-03-11,2020-03-16,NA
"9","Austria",0,0,"AT","AUT",2020-01-23,18284,8847037,FALSE,534379900,0,0,0,0,0,0,0,0,0,0,1,2020-03-12,2020-03-11,2020-03-16,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.596262,1.453342,0.9175232,1.875834,1.544717,93,23,40,59,1609,2,0,0,"07-01-2020","Austrian People's Party","Österreichische Volkspartei",6.1,6.4,7.2,"Christian democracy",1013,"Greens","Die Grüne","Green Ecologist",1429,"Social Affairs, Health, Care, and Consumer Protection","shared",0,1,4,2020-01-01,2020-03-12,2020-03-11,2020-03-16,NA
"10","Austria",0,0,"AT","AUT",2020-01-24,18285,8847037,FALSE,534379900,0,0,0,0,0,0,0,0,0,0,1,2020-03-12,2020-03-11,2020-03-16,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.596262,1.453342,0.9175232,1.875834,1.544717,93,23,40,59,1609,2,0,0,"07-01-2020","Austrian People's Party","Österreichische Volkspartei",6.1,6.4,7.2,"Christian democracy",1013,"Greens","Die Grüne","Green Ecologist",1429,"Social Affairs, Health, Care, and Consumer Protection","shared",0,1,4,2020-01-01,2020-03-12,2020-03-11,2020-03-16,NA
